user_id,display_name,email,home_city_id,home_currency,locale,budget_band,travel_style,traveller_type,segment,date_of_signup,loyalty_tier,status,created_at,updated_at
usr_8452201e,Chen Kulkarni,chen.kulkarni23@example.invalid,cty_7fc82336,INR,en-IN,shoestring,comfort,couple,cold_start,2026-07-19,none,active,2026-07-19T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_a0b28bd2,Thomas Menon,thomas.menon24@example.invalid,cty_10cbee86,INR,en-IN,value,luxury,couple,light,2024-12-21,silver,active,2024-12-21T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_e4980687,Meera Novak,meera.novak25@example.invalid,cty_c43cfa94,INR,bn,value,budget,backpacker,cold_start,2026-08-15,silver,active,2026-08-15T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_a93726c0,Elena Mehta,elena.mehta26@example.invalid,cty_34bbfdfe,INR,ml,value,slow,friends,light,2026-04-30,none,active,2026-04-30T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_5502e88b,Nikhil Weber,nikhil.weber27@example.invalid,cty_a50bc5dd,LKR,en-IN,shoestring,comfort,business,cold_start,2026-08-13,silver,active,2026-08-13T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_0551c67a,Aditya Joshi,aditya.joshi28@example.invalid,cty_f288c6a0,INR,en-IN,premium,cultural,senior,light,2025-04-11,,active,2025-04-11T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_f885e8af,Ravi Menon,ravi.menon29@example.invalid,cty_7fc82336,INR,en-IN,mid,budget,couple,heavy,2025-12-30,,active,2025-12-30T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_7c7b9fd7,Pooja Rao,pooja.rao30@example.invalid,cty_f288c6a0,INR,en-IN,shoestring,luxury,couple,heavy,2023-06-28,,active,2023-06-28T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_157e58e7,Aisha Tanaka,aisha.tanaka31@example.invalid,cty_1ced6ede,AED,en-IN,mid,slow,business,light,2025-06-14,silver,active,2025-06-14T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_da6b9625,Ravi Kim,ravi.kim32@example.invalid,cty_a5f16904,THB,th,shoestring,comfort,friends,cold_start,2026-07-13,,active,2026-07-13T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_d245dd5d,Rahul Ahmed,rahul.ahmed33@example.invalid,cty_ccb4fb74,INR,ne,mid,cultural,backpacker,light,2026-06-04,,active,2026-06-04T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_b8779399,Elena Nair,elena.nair34@example.invalid,cty_1ced6ede,AED,ar,luxury,wellness,couple,heavy,2023-02-03,,active,2023-02-03T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_a7b22ee2,Priya Verma,priya.verma35@example.invalid,cty_c07454f1,INR,hi,shoestring,cultural,couple,cold_start,2026-07-06,none,active,2026-07-06T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_52bd2f81,Aarav Novak,aarav.novak36@example.invalid,cty_9aa02925,MVR,ar,value,slow,senior,light,2023-09-03,gold,active,2023-09-03T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_65303113,Rahul Mehta,rahul.mehta37@example.invalid,cty_c97e6cd5,INR,hi,shoestring,wellness,backpacker,heavy,2024-07-18,,active,2024-07-18T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_bff7bdb8,Grace Weber,grace.weber38@example.invalid,cty_076e8e86,INR,hi,premium,comfort,solo,heavy,2023-05-11,none,active,2023-05-11T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_ff46b2fe,Rohan Pillai,rohan.pillai39@example.invalid,cty_ccb4fb74,INR,en-IN,mid,comfort,backpacker,cold_start,2026-08-12,gold,active,2026-08-12T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_1805266d,Vikram Ahmed,vikram.ahmed40@example.invalid,cty_7cb0b529,INR,en-IN,shoestring,comfort,business,cold_start,2026-07-17,gold,active,2026-07-17T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_f427bdf9,Siddharth Joshi,siddharth.joshi41@example.invalid,cty_590d4b7b,INR,en-IN,premium,comfort,backpacker,light,2024-02-06,none,active,2024-02-06T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_50bced56,Kavya Iyer,kavya.iyer42@example.invalid,cty_51a149b7,JPY,en-IN,luxury,wellness,friends,cold_start,2026-07-30,none,active,2026-07-30T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_590caf04,Siddharth Mehta,siddharth.mehta43@example.invalid,cty_f29656ff,INR,mr,mid,comfort,solo,light,2023-04-12,gold,active,2023-04-12T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_6e6d6fef,Joseph Pillai,joseph.pillai44@example.invalid,cty_3503e391,INR,ta,luxury,slow,senior,light,2023-02-26,,active,2023-02-26T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_6f068e43,Nisha Verma,nisha.verma45@example.invalid,cty_95e7c8ca,INR,en-IN,shoestring,wellness,senior,light,2025-11-24,,active,2025-11-24T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_2e23a5e1,Tanvi Bhat,tanvi.bhat46@example.invalid,cty_51a149b7,JPY,ja,luxury,adventure,backpacker,cold_start,2026-07-17,none,active,2026-07-17T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_57a830d8,Karthik Reddy,karthik.reddy47@example.invalid,cty_d4f5e3a5,INR,en-IN,premium,luxury,friends,cold_start,2026-07-19,,active,2026-07-19T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_9e6dc4d3,Sofia Mehta,sofia.mehta48@example.invalid,cty_17b8ef2f,INR,kn,value,comfort,family,cold_start,2026-08-08,,active,2026-08-08T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_87dbc172,Vikram Bhat,vikram.bhat49@example.invalid,cty_076e8e86,INR,en-IN,mid,budget,senior,cold_start,2026-07-29,silver,active,2026-07-29T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_85c09ee4,Ritu Silva,ritu.silva50@example.invalid,cty_7cb0b529,INR,en-IN,value,cultural,couple,cold_start,2026-08-09,silver,active,2026-08-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_8add6423,Kabir Sharma,kabir.sharma51@example.invalid,cty_621f4a84,INR,mr,premium,comfort,senior,cold_start,2026-08-06,none,active,2026-08-06T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_ce11983a,Lakshmi Rao,lakshmi.rao52@example.invalid,cty_7f673457,INR,en-IN,mid,luxury,solo,cold_start,2026-07-21,silver,active,2026-07-21T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_7e684451,Meera Mehta,meera.mehta53@example.invalid,cty_0b7f5985,CHF,en-IN,luxury,adventure,friends,cold_start,2026-07-28,silver,active,2026-07-28T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_17b0d3bf,Nikhil Shetty,nikhil.shetty54@example.invalid,cty_7fc82336,INR,ta,premium,comfort,friends,cold_start,2026-08-02,gold,active,2026-08-02T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_a5077371,Neha Rao,neha.rao55@example.invalid,cty_b6ccbb3b,INR,or,value,cultural,solo,cold_start,2026-07-26,,active,2026-07-26T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_17083a9e,Leila Singh,leila.singh56@example.invalid,cty_d35a9652,INR,en-IN,premium,adventure,backpacker,cold_start,2026-08-09,gold,active,2026-08-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_50e64c2d,Shreya Weber,shreya.weber57@example.invalid,cty_0d062a51,INR,en-IN,mid,adventure,friends,light,2024-08-19,silver,active,2024-08-19T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_2da5bb04,Diya Kulkarni,diya.kulkarni58@example.invalid,cty_51a149b7,JPY,ja,shoestring,cultural,family,cold_start,2026-07-08,,active,2026-07-08T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_2162d6ff,Shreya Reddy,shreya.reddy59@example.invalid,cty_43d0a650,INR,en-IN,mid,budget,friends,cold_start,2026-08-12,none,active,2026-08-12T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_9059c966,Chen Chatterjee,chen.chatterjee60@example.invalid,cty_79cbc59b,BTN,en-IN,shoestring,slow,friends,cold_start,2026-08-02,none,active,2026-08-02T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_efe9a3aa,Arjun Patel,arjun.patel61@example.invalid,cty_34bbfdfe,INR,en-IN,value,slow,backpacker,cold_start,2026-08-09,gold,active,2026-08-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_5b361073,Maya Tanaka,maya.tanaka62@example.invalid,cty_6320eea9,QAR,ar,value,cultural,family,cold_start,2026-07-08,,active,2026-07-08T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_106130ad,Marco Silva,marco.silva63@example.invalid,cty_d401ef6b,INR,en-IN,luxury,wellness,backpacker,cold_start,2026-08-15,none,active,2026-08-15T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_0ecee4ac,Riya Verma,riya.verma64@example.invalid,cty_34bbfdfe,INR,ml,premium,adventure,couple,cold_start,2026-07-13,silver,active,2026-07-13T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_3ccdc15e,Imran Khan,imran.khan65@example.invalid,cty_67ee7f6f,INR,ml,premium,comfort,solo,cold_start,2026-08-14,,active,2026-08-14T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_0813b333,Pooja Tanaka,pooja.tanaka66@example.invalid,cty_ccb4fb74,INR,en-IN,value,wellness,family,cold_start,2026-07-29,silver,active,2026-07-29T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_6623af50,Meera Mehta,meera.mehta67@example.invalid,cty_7b89639e,AED,ar,luxury,luxury,couple,heavy,2024-04-26,silver,active,2024-04-26T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_eba38ad5,Pooja Novak,pooja.novak68@example.invalid,cty_cfec17b6,INR,gu,premium,cultural,backpacker,light,2025-12-10,,active,2025-12-10T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_db37359e,Omar Iyer,omar.iyer69@example.invalid,cty_aa759717,INR,en-IN,premium,wellness,senior,cold_start,2026-07-16,,active,2026-07-16T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_4f7fc3a8,Sofia Joshi,sofia.joshi70@example.invalid,cty_ccb4fb74,INR,ne,shoestring,cultural,backpacker,light,2024-08-06,,active,2024-08-06T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_0a31df91,Leila Rossi,leila.rossi71@example.invalid,cty_7cb0b529,INR,en-IN,premium,luxury,backpacker,cold_start,2026-07-06,silver,active,2026-07-06T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_1ef037a0,Siddharth Gupta,siddharth.gupta72@example.invalid,cty_a97c33ad,INR,kn,luxury,luxury,solo,light,2023-05-12,,active,2023-05-12T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_2fca7c46,Marco Rao,marco.rao73@example.invalid,cty_7be8559f,INR,en-IN,mid,luxury,friends,cold_start,2026-07-06,silver,active,2026-07-06T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_a2dd8823,Ananya Novak,ananya.novak74@example.invalid,cty_17b8ef2f,INR,en-IN,premium,cultural,family,light,2023-05-09,silver,active,2023-05-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_b9d5e7c6,Tanvi Pillai,tanvi.pillai75@example.invalid,cty_1ced6ede,AED,en-IN,value,budget,backpacker,heavy,2025-04-17,silver,active,2025-04-17T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_36284ca0,Elena Mehta,elena.mehta76@example.invalid,cty_0d9ab6ff,INR,en-IN,premium,cultural,backpacker,light,2024-06-09,,active,2024-06-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_a9df5974,Neha Nair,neha.nair77@example.invalid,cty_f288c6a0,INR,ta,premium,slow,senior,cold_start,2026-08-06,silver,active,2026-08-06T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_4b9412c5,Ravi Nair,ravi.nair78@example.invalid,cty_c43cfa94,INR,en-IN,premium,adventure,solo,cold_start,2026-08-05,silver,active,2026-08-05T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_2d4d90ee,Kavya Silva,kavya.silva79@example.invalid,cty_17b8ef2f,INR,en-IN,luxury,wellness,family,light,2023-07-10,,active,2023-07-10T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_1f8bfcb7,Maya Menon,maya.menon80@example.invalid,cty_d35a9652,INR,en-IN,shoestring,adventure,friends,light,2025-10-08,silver,active,2025-10-08T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_454b4262,Anita Singh,anita.singh81@example.invalid,cty_8fc1539e,INR,en-IN,shoestring,cultural,senior,light,2023-07-27,,active,2023-07-27T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_5c38267a,Aditya Silva,aditya.silva82@example.invalid,cty_7cb0b529,INR,en-IN,value,slow,senior,heavy,2024-11-27,none,active,2024-11-27T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_02b3a36d,Rohan Wong,rohan.wong83@example.invalid,cty_0b92e2e7,INR,hi,shoestring,comfort,senior,heavy,2024-07-13,,active,2024-07-13T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_2a2841d1,Arjun Wong,arjun.wong84@example.invalid,cty_ab50efee,INR,bn,value,budget,senior,light,2023-05-08,gold,active,2023-05-08T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_5bbebfef,Tanvi Silva,tanvi.silva85@example.invalid,cty_590d4b7b,INR,en-IN,shoestring,wellness,solo,light,2023-08-30,silver,active,2023-08-30T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_c535ee88,Omar Rao,omar.rao86@example.invalid,cty_a5f16904,THB,en-IN,premium,cultural,family,cold_start,2026-08-09,,active,2026-08-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_d56927f7,Gautam Tanaka,gautam.tanaka87@example.invalid,cty_3503e391,INR,en-IN,mid,luxury,backpacker,heavy,2024-10-15,,active,2024-10-15T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_3dd2a515,Nikhil Costa,nikhil.costa88@example.invalid,cty_ccb4fb74,INR,ne,shoestring,luxury,family,cold_start,2026-07-14,,active,2026-07-14T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_f5ceb136,Arun Rao,arun.rao89@example.invalid,cty_621f4a84,INR,mr,premium,cultural,senior,cold_start,2026-07-13,gold,active,2026-07-13T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_1e3c81bb,Gautam Wong,gautam.wong90@example.invalid,cty_b6ccbb3b,INR,en-IN,premium,luxury,friends,light,2023-10-06,silver,active,2023-10-06T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_8479a3e5,Yuki Ahmed,yuki.ahmed91@example.invalid,cty_f288c6a0,INR,en-IN,shoestring,adventure,friends,cold_start,2026-07-12,,active,2026-07-12T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_fa7951d2,Pooja Pillai,pooja.pillai92@example.invalid,cty_541018a9,INR,en-IN,value,slow,solo,cold_start,2026-07-19,none,active,2026-07-19T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_77cc5104,Anita Khan,anita.khan93@example.invalid,cty_d4f5e3a5,INR,te,luxury,adventure,backpacker,cold_start,2026-07-23,none,active,2026-07-23T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_3d2f73ea,Zoya Novak,zoya.novak94@example.invalid,cty_ab50efee,INR,en-IN,premium,wellness,senior,heavy,2026-03-04,silver,active,2026-03-04T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_5de9da21,Ananya Wong,ananya.wong95@example.invalid,cty_a50bc5dd,LKR,en-IN,premium,comfort,business,light,2023-11-21,silver,active,2023-11-21T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_7b318031,Aisha Kim,aisha.kim96@example.invalid,cty_cf1c6ac5,INR,as,premium,adventure,friends,light,2024-04-16,none,active,2024-04-16T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_66a4a013,Neha Silva,neha.silva97@example.invalid,cty_b43cdd57,INR,hi,premium,adventure,business,cold_start,2026-07-06,,active,2026-07-06T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_ec11ff6d,Sneha Khan,sneha.khan98@example.invalid,cty_0b92e2e7,INR,hi,shoestring,budget,senior,cold_start,2026-08-10,gold,active,2026-08-10T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_19ff47f6,Bhavna Nair,bhavna.nair99@example.invalid,cty_7be8559f,INR,en-IN,mid,comfort,business,light,2024-12-18,,active,2024-12-18T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_bcc2d077,Elena Novak,elena.novak100@example.invalid,cty_32e8e65c,INR,en-IN,shoestring,cultural,solo,cold_start,2026-07-09,gold,active,2026-07-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_2bd5e70b,Nisha Sharma,nisha.sharma101@example.invalid,cty_009c9fd2,LKR,si,premium,luxury,backpacker,light,2024-02-27,gold,active,2024-02-27T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_cea18c83,Gautam Silva,gautam.silva102@example.invalid,cty_009c9fd2,LKR,si,mid,wellness,business,cold_start,2026-07-15,gold,active,2026-07-15T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_3771666b,Daniel Fernandes,daniel.fernandes103@example.invalid,cty_34bbfdfe,INR,en-IN,mid,wellness,solo,cold_start,2026-07-08,none,active,2026-07-08T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_2366517c,Ritu Gupta,ritu.gupta104@example.invalid,cty_905fd8a1,SGD,zh,mid,budget,solo,cold_start,2026-07-17,silver,active,2026-07-17T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_3f50fbcb,Aditya Singh,aditya.singh105@example.invalid,cty_590d4b7b,INR,en-IN,shoestring,budget,family,heavy,2025-02-26,gold,active,2025-02-26T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_4bf78f59,Tanvi Joshi,tanvi.joshi106@example.invalid,cty_0d9ab6ff,INR,hi,luxury,wellness,business,light,2023-10-31,none,active,2023-10-31T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_38ed48e6,Maya Chatterjee,maya.chatterjee107@example.invalid,cty_828a7777,INR,en-IN,mid,budget,solo,light,2026-05-13,silver,active,2026-05-13T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_f48b4353,Bhavna Novak,bhavna.novak108@example.invalid,cty_7b89639e,AED,ar,value,budget,business,cold_start,2026-07-24,gold,active,2026-07-24T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_f3138597,Riya Verma,riya.verma109@example.invalid,cty_67ee7f6f,INR,ml,premium,comfort,family,heavy,2024-11-03,gold,active,2024-11-03T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_dabbaf95,Lakshmi Gupta,lakshmi.gupta110@example.invalid,cty_b43cdd57,INR,hi,value,budget,couple,heavy,2023-09-03,silver,inactive,2023-09-03T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_4d8f3b3a,Kabir Nair,kabir.nair111@example.invalid,cty_0d062a51,INR,pa,shoestring,slow,backpacker,cold_start,2026-08-01,,active,2026-08-01T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_b357f73c,Aditya Rao,aditya.rao112@example.invalid,cty_718f03c7,INR,te,premium,cultural,senior,cold_start,2026-07-07,none,active,2026-07-07T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_9afd8eab,Bhavna Chatterjee,bhavna.chatterjee113@example.invalid,cty_10cbee86,INR,hi,value,wellness,solo,cold_start,2026-08-12,,active,2026-08-12T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_8d55da4d,Ishaan Silva,ishaan.silva114@example.invalid,cty_7cb0b529,INR,te,shoestring,wellness,backpacker,cold_start,2026-07-30,,active,2026-07-30T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_3b2b4279,Zoya Ahmed,zoya.ahmed115@example.invalid,cty_621f4a84,INR,mr,premium,cultural,backpacker,light,2025-04-29,,active,2025-04-29T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_afaebefa,Elena Rao,elena.rao116@example.invalid,cty_f288c6a0,INR,en-IN,premium,wellness,senior,cold_start,2026-08-13,silver,active,2026-08-13T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_3495d8ed,Arjun Fernandes,arjun.fernandes117@example.invalid,cty_c9f34ba7,MYR,ms,premium,budget,friends,cold_start,2026-07-19,none,active,2026-07-19T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_520d9624,Aditya Ahmed,aditya.ahmed118@example.invalid,cty_f288c6a0,INR,en-IN,premium,budget,senior,heavy,2025-05-01,silver,active,2025-05-01T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_dcc95fd2,Meera Mehta,meera.mehta119@example.invalid,cty_f29656ff,INR,mr,mid,comfort,senior,light,2025-02-09,,active,2025-02-09T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_c659e4bf,Rahul Silva,rahul.silva120@example.invalid,cty_36afaa5c,IDR,id,premium,adventure,couple,heavy,2024-04-01,,active,2024-04-01T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_1f590ce8,Nikhil Ahmed,nikhil.ahmed121@example.invalid,cty_b6ccbb3b,INR,en-IN,value,comfort,couple,cold_start,2026-08-07,,active,2026-08-07T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_f353d290,Ravi Khan,ravi.khan122@example.invalid,cty_8fc1539e,INR,en-IN,shoestring,wellness,business,cold_start,2026-08-15,silver,active,2026-08-15T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_fe54affe,Leila Wong,leila.wong123@example.invalid,cty_51a149b7,JPY,en-IN,premium,luxury,backpacker,cold_start,2026-07-18,,active,2026-07-18T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_065fbc7f,Shreya Weber,shreya.weber124@example.invalid,cty_3503e391,INR,en-IN,luxury,luxury,family,cold_start,2026-07-22,silver,active,2026-07-22T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_18a2e06d,Fatima Kulkarni,fatima.kulkarni125@example.invalid,cty_32e8e65c,INR,hi,luxury,comfort,family,cold_start,2026-07-29,none,active,2026-07-29T09:00:00+05:30,2026-08-18T10:00:00+05:30
usr_282f5188,Nikhil Pillai,nikhil.pillai126@example.invalid,cty_95d040d8,NPR,ne,mid,comfort,backpacker,cold_start,2026-07-21,none,active,2026-07-21T09:00:00+05:30,2026-08-18T10:00:00+05:30
